watchedVideoId,relatedVideoId,next,homePage,timestamp,timeOfView,sessionSetup
,DuM53blkmY8,1,1,1604617316.0,120,12
,W2b6LP-_lOY,0,1,1604617316.0,120,12
,kulA1O5ykBA,0,1,1604617316.0,120,12
,JlDhnLFPLEA,0,1,1604617316.0,120,12
,6efHtpJK-Ns,0,1,1604617316.0,120,12
,S-oiJkY65WQ,0,1,1604617316.0,120,12
,I3gbneDt-S4,0,1,1604617316.0,120,12
,cIeyVOwd5ss,0,1,1604617316.0,120,12
,u-a66EOE89w,0,1,1604617317.0,120,12
,p55ACfxdUmA,0,1,1604617317.0,120,12
,xuyCdgpa5sY,0,1,1604617317.0,120,12
,YvV1LF7mu9Q,0,1,1604617317.0,120,12
,YvV1LF7mu9Q,0,1,1604617317.0,120,12
,J4Crs9FNwqk,0,1,1604617317.0,120,12
,TG0Lw25uMwc,0,1,1604617317.0,120,12
,kmneQA4r5tk,0,1,1604617317.0,120,12
,6Yr46Lp7EmY,0,1,1604617317.0,120,12
,09Xz1fS-vLk,0,1,1604617317.0,120,12
,GkFOXF_clrM,0,1,1604617317.0,120,12
,NHx_-eNyBuk,0,1,1604617317.0,120,12
,_nlao-TQqbs,0,1,1604617317.0,120,12
,gCgvYxCLYWc,0,1,1604617317.0,120,12
,zBllzkGzpsw,0,1,1604617317.0,120,12
,DqZGJTEC7qU,0,1,1604617317.0,120,12
,8pwSCEVqmA4,0,1,1604617317.0,120,12
,Ka_xDlkbbqc,0,1,1604617317.0,120,12
,Xx086diUiz4,0,1,1604617317.0,120,12
,OV15mHfrKbA,0,1,1604617317.0,120,12
,s9YzX8ryq78,0,1,1604617317.0,120,12
,UgmPJuip_Ug,0,1,1604617317.0,120,12
,z54MaZtMO8Y,0,1,1604617317.0,120,12
,XQt0XiCtAiw,0,1,1604617317.0,120,12
DuM53blkmY8,gO_KyTtJg10,1,0,1604617321.0,120,12
DuM53blkmY8,a7U_sXC7gKI,0,0,1604617321.0,120,12
DuM53blkmY8,NNO3ardMcc0,0,0,1604617321.0,120,12
DuM53blkmY8,sKHO1AwGpuY,0,0,1604617321.0,120,12
DuM53blkmY8,2rN2WH927Lw,0,0,1604617321.0,120,12
DuM53blkmY8,lShkB4hoRN0,0,0,1604617321.0,120,12
DuM53blkmY8,lbi_vAvbiTo,0,0,1604617321.0,120,12
DuM53blkmY8,eTjTu2R1euI,0,0,1604617321.0,120,12
DuM53blkmY8,zwrJU9TTEKM,0,0,1604617321.0,120,12
DuM53blkmY8,CZDFuBBq1wI,0,0,1604617321.0,120,12
DuM53blkmY8,c6lvDgWVpkM,0,0,1604617321.0,120,12
DuM53blkmY8,ciP1nX5xHW0,0,0,1604617321.0,120,12
DuM53blkmY8,6WOVWZh-ipU,0,0,1604617321.0,120,12
DuM53blkmY8,ZSUJEYZXas4,0,0,1604617322.0,120,12
DuM53blkmY8,DnN6YdsqCRU,0,0,1604617322.0,120,12
DuM53blkmY8,bSJqfkCNVGQ,0,0,1604617322.0,120,12
DuM53blkmY8,1cIXzTu1hm0,0,0,1604617322.0,120,12
DuM53blkmY8,a12UgLvBLPA,0,0,1604617322.0,120,12
DuM53blkmY8,BT7R9xrMmds,0,0,1604617322.0,120,12
DuM53blkmY8,MnJ0Uz2o2ko,0,0,1604617322.0,120,12
,dfv1evzlxbM,1,1,1604618887.0,120,12
,Bafz20Ll878,0,1,1604618887.0,120,12
,ez1iu-zx7eE,0,1,1604618887.0,120,12
,gqDl5N_5_iM,0,1,1604618887.0,120,12
,KNGcwMRo-J0,0,1,1604618887.0,120,12
,AbC2loIIXJI,0,1,1604618887.0,120,12
,XOToD-6vlWY,0,1,1604618887.0,120,12
,Ka_xDlkbbqc,0,1,1604618887.0,120,12
,masVhNB_j5o,0,1,1604618887.0,120,12
,z54MaZtMO8Y,0,1,1604618887.0,120,12
,j3MDeJHCung,0,1,1604618887.0,120,12
,YvV1LF7mu9Q,0,1,1604618887.0,120,12
,YvV1LF7mu9Q,0,1,1604618887.0,120,12
,J4Crs9FNwqk,0,1,1604618887.0,120,12
,TG0Lw25uMwc,0,1,1604618887.0,120,12
,kmneQA4r5tk,0,1,1604618887.0,120,12
,6Yr46Lp7EmY,0,1,1604618887.0,120,12
,09Xz1fS-vLk,0,1,1604618887.0,120,12
,GkFOXF_clrM,0,1,1604618887.0,120,12
,NHx_-eNyBuk,0,1,1604618887.0,120,12
,014npOA0t-s,0,1,1604618887.0,120,12
,qkBFypLUZJM,0,1,1604618887.0,120,12
,DLx_958xV_I,0,1,1604618888.0,120,12
,K-5rKlAd-Yc,0,1,1604618888.0,120,12
,HPCl5R__vk4,0,1,1604618888.0,120,12
,8pwSCEVqmA4,0,1,1604618888.0,120,12
,-bL6g_6qVLY,0,1,1604618888.0,120,12
,cIeyVOwd5ss,0,1,1604618888.0,120,12
,2TLwrNA3vFI,0,1,1604618888.0,120,12
,UgNyiUZB0m4,0,1,1604618888.0,120,12
,k-FOFZbGf9w,0,1,1604618888.0,120,12
,4sVUKGE7QP0,0,1,1604618888.0,120,12
dfv1evzlxbM,SICfCi2-LQY,1,0,1604618892.0,120,12
dfv1evzlxbM,dfv1evzlxbM,0,0,1604618892.0,120,12
dfv1evzlxbM,3D9RDC-hjbE,0,0,1604618892.0,120,12
dfv1evzlxbM,SLXbw_439Lc,0,0,1604618892.0,120,12
dfv1evzlxbM,yHdIcqI7wG4,0,0,1604618892.0,120,12
dfv1evzlxbM,VxL6DDFCEJo,0,0,1604618892.0,120,12
dfv1evzlxbM,YlaWGd1cUms,0,0,1604618892.0,120,12
dfv1evzlxbM,ssM84-B6gKg,0,0,1604618892.0,120,12
dfv1evzlxbM,2Rd0GI8obrs,0,0,1604618892.0,120,12
dfv1evzlxbM,ovaLaF6Rmhg,0,0,1604618892.0,120,12
dfv1evzlxbM,TCqf3rgPiQM,0,0,1604618892.0,120,12
dfv1evzlxbM,nhJRq12bZJY,0,0,1604618892.0,120,12
dfv1evzlxbM,Bsi_7VeP8u0,0,0,1604618892.0,120,12
dfv1evzlxbM,YE2aq2xz6PQ,0,0,1604618892.0,120,12
dfv1evzlxbM,PFA-RmV_wG0,0,0,1604618892.0,120,12
dfv1evzlxbM,Sa0d53MHgPc,0,0,1604618892.0,120,12
dfv1evzlxbM,EChjIHaBjf8,0,0,1604618892.0,120,12
dfv1evzlxbM,DHz2yTHPU8c,0,0,1604618892.0,120,12
dfv1evzlxbM,mNA5XYqKLDI,0,0,1604618892.0,120,12
dfv1evzlxbM,MIHep4PNkNo,0,0,1604618892.0,120,12
,4sVUKGE7QP0,1,1,1604619017.0,120,12
,OUVgYfD6Zlo&t=13s,0,1,1604619017.0,120,12
,SyYUuLUXIz8,0,1,1604619017.0,120,12
,tSOTnIXuOnE,0,1,1604619017.0,120,12
,bSJqfkCNVGQ,0,1,1604619017.0,120,12
,E7R-OGH9ZRM,0,1,1604619017.0,120,12
,8pwSCEVqmA4,0,1,1604619017.0,120,12
,uCn0MIfQbow,0,1,1604619017.0,120,12
