,rBTjqHpG4tg,1,1,1610661085.9264822,,24
,LDK7hLB1eZo,0,1,1610661085.966377,,24
,ChiLWi-mBvU,0,1,1610661085.977348,,24
,yoY5VTW78XY,0,1,1610661086.0022807,,24
,fzD6S1dMhrw,0,1,1610661086.009262,,24
,vyJU_1CvhOU,0,1,1610661086.0232244,,24
,oT-Dtxt4sYw,0,1,1610661086.0322008,,24
,l7I2eJNTla8,0,1,1610661086.047161,,24
,i8Y32mshPrQ,0,1,1610661086.0720937,,24
,pR1PWp4Rsss,0,1,1610661086.0840628,,24
,tXh6Ev3oTqU,0,1,1610661086.0940347,,24
,cDfMI5ahbJI,0,1,1610661086.105275,,24
,MQpVdLdvzIk,0,1,1610661086.1212687,,24
,MQpVdLdvzIk,0,1,1610661086.1272523,,24
,F6X0pAsGPH8,0,1,1610661086.1371925,,24
,JRstwSGI1Lw,0,1,1610661086.2060087,,24
,KJtKpmrKrzs,0,1,1610661086.2319415,,24
,z36S-oj2AmE,0,1,1610661086.2678435,,24
,m_cdHBfnWOU,0,1,1610661086.2838006,,24
,FLP5hyYPmJM,0,1,1610661086.299759,,24
,cbWGdIVIgs8,1,1,1610661096.3840878,,24
,4wVDEH4SE3A,0,1,1610661096.3918676,,24
,dXSn9h00gK0,0,1,1610661096.3995826,,24
,HMuaNjZATTM,0,1,1610661096.4062707,,24
,G-ieRX5unMc,0,1,1610661096.41425,,24
,pgA_ADtPRPo,0,1,1610661096.4218972,,24
,yvnl823i3j8,0,1,1610661096.4288356,,24
,sTenkQelZdc,0,1,1610661096.435893,,24
,jbkmATPcpuA,0,1,1610661096.443029,,24
,potViZdxBdE,0,1,1610661096.449581,,24
,da8EFmO1vng,0,1,1610661096.4575284,,24
,SMJsrEvFKL0,0,1,1610661096.464535,,24
,ofkyd0zNyEM,0,1,1610661096.4711804,,24
,ofkyd0zNyEM,0,1,1610661096.477917,,24
,d_486yWmky4,0,1,1610661096.4851716,,24
,MFk8IB63hLc,0,1,1610661096.491201,,24
,QwuZah6xFOM,0,1,1610661096.498217,,24
,6ADKSlbyeMc,0,1,1610661096.5042257,,24
,b5_Mg92yZX8,0,1,1610661096.5101137,,24
,piHTXl_0EA4,0,1,1610661096.5166526,,24
cbWGdIVIgs8,jbkmATPcpuA,1,0,1610661103.4589775,120,24
cbWGdIVIgs8,UjtijSi6dGY,0,0,1610661103.475517,120,24
cbWGdIVIgs8,z4LoRZC3KjU,0,0,1610661103.488888,120,24
cbWGdIVIgs8,MoGuH3JbMPw,0,0,1610661103.518808,120,24
cbWGdIVIgs8,e8pTSqeJluQ,0,0,1610661103.532703,120,24
cbWGdIVIgs8,dCAcbPzxryA,0,0,1610661103.5465984,120,24
cbWGdIVIgs8,xc0-pleVOcg,0,0,1610661103.5606225,120,24
cbWGdIVIgs8,_Y9EZcw5zaA,0,0,1610661103.5730994,120,24
cbWGdIVIgs8,T-gTzNQ-60Q,0,0,1610661103.587896,120,24
cbWGdIVIgs8,frJAVdIBd7g,0,0,1610661103.600162,120,24
cbWGdIVIgs8,ggqBZIlOVJw,0,0,1610661103.6135697,120,24
cbWGdIVIgs8,0NDcfo-5iDw,0,0,1610661103.6270812,120,24
cbWGdIVIgs8,FCSaXPYJ1zk,0,0,1610661103.6410437,120,24
cbWGdIVIgs8,bAYzqj_24yw,0,0,1610661103.6550324,120,24
cbWGdIVIgs8,72fQ_DGBg8g,0,0,1610661103.6689703,120,24
cbWGdIVIgs8,xumfir54xb4,0,0,1610661103.6823447,120,24
cbWGdIVIgs8,mD6veu7XnU8,0,0,1610661103.6951094,120,24
cbWGdIVIgs8,TK6fzk4zt2w,0,0,1610661103.7081873,120,24
cbWGdIVIgs8,qLAona8HB0A,0,0,1610661103.7206879,120,24
cbWGdIVIgs8,fP0jXMEuk6g,0,0,1610661103.7349534,120,24
jbkmATPcpuA,pjuf_2Jc41o,1,0,1610661230.8043604,120,24
jbkmATPcpuA,rJDNNGpiX6g,0,0,1610661230.8187964,120,24
jbkmATPcpuA,d_486yWmky4,0,0,1610661230.8333554,120,24
jbkmATPcpuA,8ig1zTkPEyU,0,0,1610661230.8493142,120,24
jbkmATPcpuA,z4LoRZC3KjU,0,0,1610661230.8642752,120,24
jbkmATPcpuA,RG9TMn1FJzc,0,0,1610661230.8792331,120,24
jbkmATPcpuA,fP0jXMEuk6g,0,0,1610661230.8943112,120,24
jbkmATPcpuA,LTfFzJPil1w,0,0,1610661230.9075117,120,24
jbkmATPcpuA,cbnJ4QawrPg,0,0,1610661230.9220061,120,24
jbkmATPcpuA,frJAVdIBd7g,0,0,1610661230.9359677,120,24
jbkmATPcpuA,ca-No16DAp0,0,0,1610661230.9509377,120,24
jbkmATPcpuA,WJgsWFA3hEM,0,0,1610661230.965888,120,24
jbkmATPcpuA,6xhMueVA8kk,0,0,1610661230.978852,120,24
jbkmATPcpuA,HmtULjR3fd8,0,0,1610661230.9928162,120,24
jbkmATPcpuA,fKtnMaHoMfY,0,0,1610661231.0067773,120,24
jbkmATPcpuA,H0pW8BMkJ0o,0,0,1610661231.0208573,120,24
jbkmATPcpuA,SMJsrEvFKL0,0,0,1610661231.03482,120,24
jbkmATPcpuA,xobLLXXZRdc,0,0,1610661231.0487826,120,24
jbkmATPcpuA,UjtijSi6dGY,0,0,1610661231.0617476,120,24
jbkmATPcpuA,wkOEelAe13A,0,0,1610661231.075709,120,24
pjuf_2Jc41o,LJ9hqtZMMM4,1,0,1610661358.0888429,120,24
pjuf_2Jc41o,PziknKGy5s8,0,0,1610661358.104191,120,24
pjuf_2Jc41o,j2C8MkY7Co8,0,0,1610661358.1182556,120,24
pjuf_2Jc41o,3kLZLTtMYTQ,0,0,1610661358.1315923,120,24
pjuf_2Jc41o,cbnJ4QawrPg,0,0,1610661358.145557,120,24
pjuf_2Jc41o,xc0-pleVOcg,0,0,1610661358.1612089,120,24
pjuf_2Jc41o,fP0jXMEuk6g,0,0,1610661358.1751711,120,24
